id,text,label
7574,project report project task work offer urgent,not spam
7575,money offer free cash money team meeting,spam
7576,buy buy lottery cash buy schedule assignment,spam
7577,urgent cash offer discount money work schedule,spam
7578,update project meeting assignment deadline winner lottery,not spam
7579,offer discount cash buy cash team assignment,spam
7580,work deadline project report project offer deal,not spam
7581,offer lottery lottery deal winner update assignment,spam
7582,schedule deadline assignment task meeting winner discount,not spam
7583,cash offer buy cash money team schedule,spam
7584,buy offer discount buy money deadline deadline,spam
7585,assignment team deadline assignment deadline cash free,not spam
7586,winner winner money offer free meeting team,spam
7587,work team work project project offer offer,not spam
7588,assignment task project team deadline winner urgent,not spam
7589,offer discount deal discount deal schedule deadline,spam
7590,money money offer lottery lottery deadline task,spam
7591,offer lottery urgent urgent cash report update,spam
7592,cash offer deal buy cash task work,spam
7593,meeting deadline assignment schedule assignment deal winner,not spam
7594,money lottery discount deal free team report,spam
7595,deadline update meeting project assignment discount deal,not spam
7596,winner buy offer buy urgent project task,spam
7597,assignment schedule schedule schedule report buy urgent,not spam
7598,meeting task deadline project assignment free deal,not spam
7599,cash deal buy offer urgent task update,spam
7600,buy urgent buy urgent offer team deadline,spam
7601,money free urgent winner lottery meeting update,spam
7602,buy discount urgent winner cash project task,spam
7603,project report deadline report work buy deal,not spam
7604,lottery cash free buy free report work,spam
7605,team task meeting deadline report lottery lottery,not spam
7606,task assignment team report schedule buy discount,not spam
7607,lottery urgent money money discount meeting team,spam
7608,update project meeting schedule task discount offer,not spam
7609,money deal urgent buy discount deadline assignment,spam
7610,urgent lottery urgent winner cash task schedule,spam
7611,money buy discount offer lottery team deadline,spam
7612,update team project assignment work buy buy,not spam
7613,offer discount offer urgent offer report team,spam
7614,deal deal buy free free report schedule,spam
7615,discount offer discount lottery lottery assignment task,spam
7616,project deadline meeting team assignment deal offer,not spam
7617,task assignment team task assignment urgent lottery,not spam
7618,deal lottery discount lottery deal report meeting,spam
7619,report assignment meeting task schedule deal buy,not spam
7620,buy money cash offer discount meeting schedule,spam
7621,money urgent free offer offer work schedule,spam
7622,winner buy lottery discount urgent project task,spam
7623,meeting project task report report offer lottery,not spam
7624,report deadline team work work cash offer,not spam
7625,task team task team update discount lottery,not spam
7626,deal buy deal cash offer project report,spam
7627,offer offer buy money urgent project schedule,spam
7628,update work project project project cash money,not spam
7629,task schedule update update assignment urgent deal,not spam
7630,deadline work task work deadline buy buy,not spam
7631,free cash cash discount offer update deadline,spam
7632,meeting deadline task task project free free,not spam
7633,team task meeting project meeting discount cash,not spam
7634,lottery deal free buy winner team work,spam
7635,cash cash offer buy urgent work team,spam
7636,assignment deadline assignment schedule task urgent winner,not spam
7637,deal discount winner cash urgent task deadline,spam
7638,project meeting meeting task schedule buy urgent,not spam
7639,team project update deadline task money buy,not spam
7640,report task schedule task project winner discount,not spam
7641,update team team work team offer deal,not spam
7642,deal buy cash buy urgent report deadline,spam
7643,update work schedule report assignment money urgent,not spam
7644,winner lottery lottery deal winner deadline deadline,spam
7645,task meeting deadline report work buy free,not spam
7646,team task task assignment task buy money,not spam
7647,lottery free buy free urgent task deadline,spam
7648,update update project project schedule deal winner,not spam
7649,offer money urgent money discount work work,spam
7650,winner free discount free urgent schedule assignment,spam
7651,schedule project assignment assignment update cash cash,not spam
7652,schedule team task schedule work offer free,not spam
